id;created_date;modified_date;is_deleted;recency;frequency;monetary;recency_score;frequency_score;monetary_score;rfm_score;segment;customer_id
38;2021-03-31 21:47:33.000039;2021-03-31 21:47:33.000039;0;381;1;64;2;1;2;212;hibernating;12385
39;2021-03-31 21:47:33.000040;2021-03-31 21:47:33.000040;0;194;2;301;3;2;3;323;at_Risk;12386
40;2021-03-31 21:47:33.000041;2021-03-31 21:47:33.000041;0;417;1;306;1;1;3;113;hibernating;12387
41;2021-03-31 21:47:33.000042;2021-03-31 21:47:33.000042;0;18;8;980;5;4;5;545;loyal_customers;12388
42;2021-03-31 21:47:33.000043;2021-03-31 21:47:33.000043;0;569;3;335;1;3;3;133;at_Risk;12389
43;2021-03-31 21:47:33.000044;2021-03-31 21:47:33.000044;0;82;1;34;3;1;1;311;hibernating;12390
44;2021-03-31 21:47:33.000045;2021-03-31 21:47:33.000045;0;24;6;611;5;4;4;544;loyal_customers;12391
45;2021-03-31 21:47:33.000046;2021-03-31 21:47:33.000046;0;593;1;10;1;1;1;111;hibernating;12392
46;2021-03-31 21:47:33.000047;2021-03-31 21:47:33.000047;0;41;6;211;4;4;3;443;loyal_customers;12393
47;2021-03-31 21:47:33.000048;2021-03-31 21:47:33.000048;0;155;2;123;3;2;2;322;hibernating;12394
48;2021-03-31 21:47:33.000049;2021-03-31 21:47:33.000049;0;7;15;2043;5;5;5;555;champions;12395
49;2021-03-31 21:47:33.000050;2021-03-31 21:47:33.000050;0;650;1;257;1;1;3;113;hibernating;12396
50;2021-03-31 21:47:33.000051;2021-03-31 21:47:33.000051;0;137;2;120;3;2;2;322;hibernating;12397
51;2021-03-31 21:47:33.000052;2021-03-31 21:47:33.000052;0;48;1;0;4;1;1;411;hibernating;12398
52;2021-03-31 21:47:33.000053;2021-03-31 21:47:33.000053;0;3;7;786;5;4;4;544;loyal_customers;12399
53;2021-03-31 21:47:33.000054;2021-03-31 21:47:33.000054;0;416;1;75;1;1;2;112;hibernating;12400
54;2021-03-31 21:47:33.000055;2021-03-31 21:47:33.000055;0;100;1;0;3;1;1;311;hibernating;12401
55;2021-03-31 21:47:33.000056;2021-03-31 21:47:33.000056;0;326;6;143;2;4;2;242;at_Risk;12402
56;2021-03-31 21:47:33.000057;2021-03-31 21:47:33.000057;0;52;2;157;4;2;3;423;at_Risk;12403
57;2021-03-31 21:47:33.000058;2021-03-31 21:47:33.000058;0;151;1;0;3;1;1;311;hibernating;12405
58;2021-03-31 21:47:33.000059;2021-03-31 21:47:33.000059;0;24;5;284;5;4;3;543;potential_loyalists;12406
59;2021-03-31 21:47:33.000060;2021-03-31 21:47:33.000060;0;52;5;567;4;4;4;444;loyal_customers;12407
60;2021-03-31 21:47:33.000061;2021-03-31 21:47:33.000061;0;154;8;377;3;4;4;344;loyal_customers;12408
61;2021-03-31 21:47:33.000062;2021-03-31 21:47:33.000062;0;67;7;147;4;4;3;443;loyal_customers;12409
62;2021-03-31 21:47:33.000063;2021-03-31 21:47:33.000063;0;254;3;77;2;3;2;232;at_Risk;12410
63;2021-03-31 21:47:33.000064;2021-03-31 21:47:33.000064;0;412;1;90;2;1;2;212;hibernating;12411
64;2021-03-31 21:47:33.000065;2021-03-31 21:47:33.000065;0;77;6;338;3;4;3;343;loyal_customers;12412
65;2021-03-31 21:47:33.000066;2021-03-31 21:47:33.000066;0;193;4;386;3;3;4;334;need_attention;12413
66;2021-03-31 21:47:33.000067;2021-03-31 21:47:33.000067;0;189;5;408;3;4;4;344;loyal_customers;12414
67;2021-03-31 21:47:33.000068;2021-03-31 21:47:33.000068;0;26;28;1997;4;5;5;455;loyal_customers;12415
68;2021-03-31 21:47:33.000069;2021-03-31 21:47:33.000069;0;659;1;0;1;1;1;111;hibernating;12416
69;2021-03-31 21:47:33.000070;2021-03-31 21:47:33.000070;0;109;19;1903;3;5;5;355;loyal_customers;12417
70;2021-03-31 21:47:33.000071;2021-03-31 21:47:33.000071;0;115;4;229;3;3;3;333;need_attention;12418
71;2021-03-31 21:47:33.000072;2021-03-31 21:47:33.000072;0;388;2;358;2;2;4;224;hibernating;12419
72;2021-03-31 21:47:33.000073;2021-03-31 21:47:33.000073;0;155;1;78;3;1;2;312;hibernating;12420
73;2021-03-31 21:47:33.000074;2021-03-31 21:47:33.000074;0;18;4;98;5;3;2;532;about_to_sleep;12421
74;2021-03-31 21:47:33.000075;2021-03-31 21:47:33.000075;0;171;17;729;3;5;4;354;loyal_customers;12422
75;2021-03-31 21:47:33.000076;2021-03-31 21:47:33.000076;0;91;10;546;3;5;4;354;loyal_customers;12423
76;2021-03-31 21:47:33.000077;2021-03-31 21:47:33.000077;0;165;4;1067;3;3;5;335;need_attention;12424
77;2021-03-31 21:47:33.000078;2021-03-31 21:47:33.000078;0;80;2;328;3;2;3;323;at_Risk;12425
78;2021-03-31 21:47:33.000079;2021-03-31 21:47:33.000079;0;197;2;92;3;2;2;322;hibernating;12426
79;2021-03-31 21:47:33.000080;2021-03-31 21:47:33.000080;0;24;3;15;5;3;1;531;about_to_sleep;12427
80;2021-03-31 21:47:33.000081;2021-03-31 21:47:33.000081;0;28;8;458;4;4;4;444;loyal_customers;12428
81;2021-03-31 21:47:33.000082;2021-03-31 21:47:33.000082;0;175;8;1005;3;4;5;345;loyal_customers;12429
82;2021-03-31 21:47:33.000083;2021-03-31 21:47:33.000083;0;45;1;47;4;1;2;412;hibernating;12430
83;2021-03-31 21:47:33.000084;2021-03-31 21:47:33.000084;0;3;27;3497;5;5;5;555;champions;12431
84;2021-03-31 21:47:33.000085;2021-03-31 21:47:33.000085;0;45;4;118;4;3;2;432;about_to_sleep;12432
85;2021-03-31 21:47:33.000086;2021-03-31 21:47:33.000086;0;11;10;422;5;5;4;554;champions;12433
86;2021-03-31 21:47:33.000087;2021-03-31 21:47:33.000087;0;87;3;136;3;3;2;332;about_to_sleep;12434
87;2021-03-31 21:47:33.000088;2021-03-31 21:47:33.000088;0;82;5;466;3;4;4;344;loyal_customers;12435
88;2021-03-31 21:47:33.000089;2021-03-31 21:47:33.000089;0;337;1;0;2;1;1;211;hibernating;12436
89;2021-03-31 21:47:33.000090;2021-03-31 21:47:33.000090;0;10;37;3659;5;5;5;555;champions;12437
90;2021-03-31 21:47:33.000091;2021-03-31 21:47:33.000091;0;17;2;316;5;2;3;523;at_Risk;12438
91;2021-03-31 21:47:33.000092;2021-03-31 21:47:33.000092;0;685;2;261;1;2;3;123;hibernating;12439
92;2021-03-31 21:47:33.000093;2021-03-31 21:47:33.000093;0;643;2;329;1;2;3;123;hibernating;12440
93;2021-03-31 21:47:33.000094;2021-03-31 21:47:33.000094;0;487;1;226;1;1;3;113;hibernating;12441
94;2021-03-31 21:47:33.000095;2021-03-31 21:47:33.000095;0;182;1;17;3;1;1;311;hibernating;12442
95;2021-03-31 21:47:33.000096;2021-03-31 21:47:33.000096;0;882;1;92;1;1;2;112;hibernating;12443
96;2021-03-31 21:47:33.000097;2021-03-31 21:47:33.000097;0;2;5;1865;5;4;5;545;loyal_customers;12444
97;2021-03-31 21:47:33.000098;2021-03-31 21:47:33.000098;0;24;2;30;5;2;1;521;hibernating;12445
98;2021-03-31 21:47:33.000099;2021-03-31 21:47:33.000099;0;60;1;0;4;1;1;411;hibernating;12446
99;2021-03-31 21:47:33.000100;2021-03-31 21:47:33.000100;0;69;1;36;4;1;1;411;hibernating;12447
100;2021-03-31 21:47:33.000101;2021-03-31 21:47:33.000101;0;46;1;62;4;1;2;412;hibernating;12448
101;2021-03-31 21:47:33.000102;2021-03-31 21:47:33.000102;0;24;6;501;5;4;4;544;loyal_customers;12449
102;2021-03-31 21:47:33.000103;2021-03-31 21:47:33.000103;0;175;5;111;3;4;2;342;loyal_customers;12450
103;2021-03-31 21:47:33.000104;2021-03-31 21:47:33.000104;0;13;8;117;5;4;2;542;potential_loyalists;12451
104;2021-03-31 21:47:33.000105;2021-03-31 21:47:33.000105;0;19;2;132;5;2;2;522;hibernating;12452
105;2021-03-31 21:47:33.000106;2021-03-31 21:47:33.000106;0;136;1;190;3;1;3;313;at_Risk;12453
106;2021-03-31 21:47:33.000107;2021-03-31 21:47:33.000107;0;57;5;385;4;4;4;444;loyal_customers;12454
107;2021-03-31 21:47:33.000108;2021-03-31 21:47:33.000108;0;75;10;1828;3;5;5;355;loyal_customers;12455
108;2021-03-31 21:47:33.000109;2021-03-31 21:47:33.000109;0;46;3;3311;4;3;5;435;loyal_customers;12456
109;2021-03-31 21:47:33.000110;2021-03-31 21:47:33.000110;0;84;8;393;3;4;4;344;loyal_customers;12457
110;2021-03-31 21:47:33.000111;2021-03-31 21:47:33.000111;0;73;4;585;4;3;4;434;loyal_customers;12458
111;2021-03-31 21:47:33.000112;2021-03-31 21:47:33.000112;0;607;1;238;1;1;3;113;hibernating;12459
112;2021-03-31 21:47:33.000113;2021-03-31 21:47:33.000113;0;459;1;5;1;1;1;111;hibernating;12460
113;2021-03-31 21:47:33.000114;2021-03-31 21:47:33.000114;0;127;2;483;3;2;4;324;at_Risk;12461
114;2021-03-31 21:47:33.000115;2021-03-31 21:47:33.000115;0;21;2;287;5;2;3;523;at_Risk;12462
115;2021-03-31 21:47:33.000116;2021-03-31 21:47:33.000116;0;8;4;265;5;3;3;533;need_attention;12463
116;2021-03-31 21:47:33.000117;2021-03-31 21:47:33.000117;0;13;8;621;5;4;4;544;loyal_customers;12464
117;2021-03-31 21:47:33.000118;2021-03-31 21:47:33.000118;0;19;2;30;5;2;1;521;hibernating;12465
118;2021-03-31 21:47:33.000119;2021-03-31 21:47:33.000119;0;366;1;180;2;1;3;213;hibernating;12467
119;2021-03-31 21:47:33.000120;2021-03-31 21:47:33.000120;0;220;5;1672;2;4;5;245;at_Risk;12468
120;2021-03-31 21:47:33.000121;2021-03-31 21:47:33.000121;0;539;2;69;1;2;2;122;hibernating;12469
121;2021-03-31 21:47:33.000122;2021-03-31 21:47:33.000122;0;692;1;50;1;1;2;112;hibernating;12470
122;2021-03-31 21:47:33.000123;2021-03-31 21:47:33.000123;0;13;78;10070;5;5;5;555;champions;12471
123;2021-03-31 21:47:33.000124;2021-03-31 21:47:33.000124;0;54;19;1418;4;5;5;455;loyal_customers;12472
124;2021-03-31 21:47:33.000125;2021-03-31 21:47:33.000125;0;56;5;550;4;4;4;444;loyal_customers;12473
125;2021-03-31 21:47:33.000126;2021-03-31 21:47:33.000126;0;5;30;5208;5;5;5;555;champions;12474
126;2021-03-31 21:47:33.000127;2021-03-31 21:47:33.000127;0;56;2;256;4;2;3;423;at_Risk;12475
127;2021-03-31 21:47:33.000128;2021-03-31 21:47:33.000128;0;18;22;2540;5;5;5;555;champions;12476
128;2021-03-31 21:47:33.000129;2021-03-31 21:47:33.000129;0;25;9;423;5;5;4;554;champions;12477
129;2021-03-31 21:47:33.000130;2021-03-31 21:47:33.000130;0;183;1;105;3;1;2;312;hibernating;12478
130;2021-03-31 21:47:33.000131;2021-03-31 21:47:33.000131;0;14;1;60;5;1;2;512;hibernating;12479
131;2021-03-31 21:47:33.000132;2021-03-31 21:47:33.000132;0;30;7;1032;4;4;5;445;loyal_customers;12480
132;2021-03-31 21:47:33.000133;2021-03-31 21:47:33.000133;0;25;15;961;5;5;5;555;champions;12481
133;2021-03-31 21:47:33.000134;2021-03-31 21:47:33.000134;0;371;28;3657;2;5;5;255;cant_loose;12482
134;2021-03-31 21:47:33.000135;2021-03-31 21:47:33.000135;0;19;19;1385;5;5;5;555;champions;12483
135;2021-03-31 21:47:33.000136;2021-03-31 21:47:33.000136;0;103;11;462;3;5;4;354;loyal_customers;12484
136;2021-03-31 21:47:33.000137;2021-03-31 21:47:33.000137;0;531;1;0;1;1;1;111;hibernating;12485
137;2021-03-31 21:47:33.000138;2021-03-31 21:47:33.000138;0;611;1;30;1;1;1;111;hibernating;12486
138;2021-03-31 21:47:33.000139;2021-03-31 21:47:33.000139;0;821;1;0;1;1;1;111;hibernating;12487
139;2021-03-31 21:47:33.000140;2021-03-31 21:47:33.000140;0;12;3;308;5;3;3;533;need_attention;12488
140;2021-03-31 21:47:33.000141;2021-03-31 21:47:33.000141;0;164;1;66;3;1;2;312;hibernating;12489
141;2021-03-31 21:47:33.000142;2021-03-31 21:47:33.000142;0;20;20;1169;5;5;5;555;champions;12490
142;2021-03-31 21:47:33.000143;2021-03-31 21:47:33.000143;0;335;1;150;2;1;3;213;hibernating;12491
143;2021-03-31 21:47:33.000144;2021-03-31 21:47:33.000144;0;106;3;79;3;3;2;332;about_to_sleep;12492
144;2021-03-31 21:47:33.000145;2021-03-31 21:47:33.000145;0;168;2;0;3;2;1;321;hibernating;12493
145;2021-03-31 21:47:33.000146;2021-03-31 21:47:33.000146;0;18;9;1237;5;5;5;555;champions;12494
146;2021-03-31 21:47:33.000147;2021-03-31 21:47:33.000147;0;465;1;117;1;1;2;112;hibernating;12495
147;2021-03-31 21:47:33.000148;2021-03-31 21:47:33.000148;0;622;2;0;1;2;1;121;hibernating;12496
148;2021-03-31 21:47:33.000149;2021-03-31 21:47:33.000149;0;84;3;269;3;3;3;333;need_attention;12497
149;2021-03-31 21:47:33.000150;2021-03-31 21:47:33.000150;0;24;3;1222;5;3;5;535;loyal_customers;12498
150;2021-03-31 21:47:33.000151;2021-03-31 21:47:33.000151;0;562;1;0;1;1;1;111;hibernating;12499
151;2021-03-31 21:47:33.000152;2021-03-31 21:47:33.000152;0;25;19;1543;5;5;5;555;champions;12500
152;2021-03-31 21:47:33.000153;2021-03-31 21:47:33.000153;0;164;1;57;3;1;2;312;hibernating;12501
153;2021-03-31 21:47:33.000154;2021-03-31 21:47:33.000154;0;190;4;609;3;3;4;334;need_attention;12502
154;2021-03-31 21:47:33.000155;2021-03-31 21:47:33.000155;0;615;1;0;1;1;1;111;hibernating;12503
155;2021-03-31 21:47:33.000156;2021-03-31 21:47:33.000156;0;20;4;203;5;3;3;533;need_attention;12504
156;2021-03-31 21:47:33.000157;2021-03-31 21:47:33.000157;0;235;1;0;2;1;1;211;hibernating;12506
157;2021-03-31 21:47:33.000158;2021-03-31 21:47:33.000158;0;158;3;148;3;3;3;333;need_attention;12507
158;2021-03-31 21:47:33.000159;2021-03-31 21:47:33.000159;0;28;2;137;4;2;2;422;hibernating;12508
159;2021-03-31 21:47:33.000160;2021-03-31 21:47:33.000160;0;286;1;75;2;1;2;212;hibernating;12509
160;2021-03-31 21:47:33.000161;2021-03-31 21:47:33.000161;0;145;7;821;3;4;4;344;loyal_customers;12510
161;2021-03-31 21:47:33.000162;2021-03-31 21:47:33.000162;0;520;1;15;1;1;1;111;hibernating;12511
162;2021-03-31 21:47:33.000163;2021-03-31 21:47:33.000163;0;245;2;194;2;2;3;223;hibernating;12512
163;2021-03-31 21:47:33.000164;2021-03-31 21:47:33.000164;0;115;1;198;3;1;3;313;at_Risk;12513
164;2021-03-31 21:47:33.000165;2021-03-31 21:47:33.000165;0;269;2;154;2;2;3;223;hibernating;12514
165;2021-03-31 21:47:33.000166;2021-03-31 21:47:33.000166;0;355;1;0;2;1;1;211;hibernating;12515
166;2021-03-31 21:47:33.000167;2021-03-31 21:47:33.000167;0;6;4;322;5;3;3;533;need_attention;12516
167;2021-03-31 21:47:33.000168;2021-03-31 21:47:33.000168;0;30;5;398;4;4;4;444;loyal_customers;12517
168;2021-03-31 21:47:33.000169;2021-03-31 21:47:33.000169;0;2;5;538;5;4;4;544;loyal_customers;12518
169;2021-03-31 21:47:33.000170;2021-03-31 21:47:33.000170;0;155;2;57;3;2;2;322;hibernating;12519
170;2021-03-31 21:47:33.000171;2021-03-31 21:47:33.000171;0;39;5;45;4;4;2;442;loyal_customers;12520
171;2021-03-31 21:47:33.000172;2021-03-31 21:47:33.000172;0;145;1;135;3;1;2;312;hibernating;12521
172;2021-03-31 21:47:33.000173;2021-03-31 21:47:33.000173;0;41;2;125;4;2;2;422;hibernating;12522
173;2021-03-31 21:47:33.000174;2021-03-31 21:47:33.000174;0;11;23;1047;5;5;5;555;champions;12523
174;2021-03-31 21:47:33.000175;2021-03-31 21:47:33.000175;0;11;17;2583;5;5;5;555;champions;12524
175;2021-03-31 21:47:33.000176;2021-03-31 21:47:33.000176;0;500;3;292;1;3;3;133;at_Risk;12525
176;2021-03-31 21:47:33.000177;2021-03-31 21:47:33.000177;0;56;3;644;4;3;4;434;loyal_customers;12526
177;2021-03-31 21:47:33.000178;2021-03-31 21:47:33.000178;0;84;5;201;3;4;3;343;loyal_customers;12527
178;2021-03-31 21:47:33.000179;2021-03-31 21:47:33.000179;0;11;6;157;5;4;3;543;potential_loyalists;12528
179;2021-03-31 21:47:33.000180;2021-03-31 21:47:33.000180;0;531;1;132;1;1;2;112;hibernating;12529
180;2021-03-31 21:47:33.000181;2021-03-31 21:47:33.000181;0;32;9;1755;4;5;5;455;loyal_customers;12530
181;2021-03-31 21:47:33.000182;2021-03-31 21:47:33.000182;0;17;2;517;5;2;4;524;at_Risk;12531
182;2021-03-31 21:47:33.000183;2021-03-31 21:47:33.000183;0;92;1;0;3;1;1;311;hibernating;12532
183;2021-03-31 21:47:33.000184;2021-03-31 21:47:33.000184;0;630;2;240;1;2;3;123;hibernating;12533
184;2021-03-31 21:47:33.000185;2021-03-31 21:47:33.000185;0;338;1;38;2;1;1;211;hibernating;12534
185;2021-03-31 21:47:33.000186;2021-03-31 21:47:33.000186;0;94;2;288;3;2;3;323;at_Risk;12535
186;2021-03-31 21:47:33.000187;2021-03-31 21:47:33.000187;0;31;3;140;4;3;2;432;about_to_sleep;12536
187;2021-03-31 21:47:33.000188;2021-03-31 21:47:33.000188;0;411;1;109;2;1;2;212;hibernating;12537
188;2021-03-31 21:47:33.000189;2021-03-31 21:47:33.000189;0;61;2;157;4;2;3;423;at_Risk;12538
189;2021-03-31 21:47:33.000190;2021-03-31 21:47:33.000190;0;25;7;1453;5;4;5;545;loyal_customers;12539
190;2021-03-31 21:47:33.000191;2021-03-31 21:47:33.000191;0;22;33;3190;5;5;5;555;champions;12540
191;2021-03-31 21:47:33.000192;2021-03-31 21:47:33.000192;0;62;3;360;4;3;4;434;loyal_customers;12541
192;2021-03-31 21:47:33.000193;2021-03-31 21:47:33.000193;0;368;2;111;2;2;2;222;hibernating;12542
193;2021-03-31 21:47:33.000194;2021-03-31 21:47:33.000194;0;449;1;0;1;1;1;111;hibernating;12543
194;2021-03-31 21:47:33.000195;2021-03-31 21:47:33.000195;0;275;1;47;2;1;2;212;hibernating;12544
195;2021-03-31 21:47:33.000196;2021-03-31 21:47:33.000196;0;78;2;58;3;2;2;322;hibernating;12545
196;2021-03-31 21:47:33.000197;2021-03-31 21:47:33.000197;0;49;2;60;4;2;2;422;hibernating;12546
197;2021-03-31 21:47:33.000198;2021-03-31 21:47:33.000198;0;200;3;38;3;3;1;331;about_to_sleep;12547
198;2021-03-31 21:47:33.000199;2021-03-31 21:47:33.000199;0;168;1;161;3;1;3;313;at_Risk;12548
199;2021-03-31 21:47:33.000200;2021-03-31 21:47:33.000200;0;375;6;365;2;4;4;244;at_Risk;12549
200;2021-03-31 21:47:33.000201;2021-03-31 21:47:33.000201;0;81;1;47;3;1;2;312;hibernating;12550
201;2021-03-31 21:47:33.000202;2021-03-31 21:47:33.000202;0;360;1;64;2;1;2;212;hibernating;12551
202;2021-03-31 21:47:33.000203;2021-03-31 21:47:33.000203;0;42;2;662;4;2;4;424;at_Risk;12552
203;2021-03-31 21:47:33.000204;2021-03-31 21:47:33.000204;0;1;12;1400;5;5;5;555;champions;12553
204;2021-03-31 21:47:33.000205;2021-03-31 21:47:33.000205;0;451;1;0;1;1;1;111;hibernating;12554
205;2021-03-31 21:47:33.000206;2021-03-31 21:47:33.000206;0;35;2;5;4;2;1;421;hibernating;12556
206;2021-03-31 21:47:33.000207;2021-03-31 21:47:33.000207;0;18;8;956;5;4;5;545;loyal_customers;12557
207;2021-03-31 21:47:33.000208;2021-03-31 21:47:33.000208;0;303;1;204;2;1;3;213;hibernating;12558
208;2021-03-31 21:47:33.000209;2021-03-31 21:47:33.000209;0;313;2;90;2;2;2;222;hibernating;12559
209;2021-03-31 21:47:33.000210;2021-03-31 21:47:33.000210;0;114;3;410;3;3;4;334;need_attention;12560
210;2021-03-31 21:47:33.000211;2021-03-31 21:47:33.000211;0;71;1;191;4;1;3;413;at_Risk;12561
211;2021-03-31 21:47:33.000212;2021-03-31 21:47:33.000212;0;25;8;501;5;4;4;544;loyal_customers;12562
212;2021-03-31 21:47:33.000213;2021-03-31 21:47:33.000213;0;411;1;663;2;1;4;214;hibernating;12563
213;2021-03-31 21:47:33.000214;2021-03-31 21:47:33.000214;0;263;1;39;2;1;1;211;hibernating;12564
214;2021-03-31 21:47:33.000215;2021-03-31 21:47:33.000215;0;291;1;15;2;1;1;211;hibernating;12565
215;2021-03-31 21:47:33.000216;2021-03-31 21:47:33.000216;0;88;1;75;3;1;2;312;hibernating;12566
216;2021-03-31 21:47:33.000217;2021-03-31 21:47:33.000217;0;25;14;1515;5;5;5;555;champions;12567
217;2021-03-31 21:47:33.000218;2021-03-31 21:47:33.000218;0;588;1;621;1;1;4;114;hibernating;12568
218;2021-03-31 21:47:33.000219;2021-03-31 21:47:33.000219;0;2;32;2858;5;5;5;555;champions;12569
219;2021-03-31 21:47:33.000220;2021-03-31 21:47:33.000220;0;42;2;290;4;2;3;423;at_Risk;12571
220;2021-03-31 21:47:33.000221;2021-03-31 21:47:33.000221;0;54;2;45;4;2;2;422;hibernating;12572
221;2021-03-31 21:47:33.000222;2021-03-31 21:47:33.000222;0;384;4;141;2;3;2;232;at_Risk;12573
222;2021-03-31 21:47:33.000223;2021-03-31 21:47:33.000223;0;318;1;66;2;1;2;212;hibernating;12574
223;2021-03-31 21:47:33.000224;2021-03-31 21:47:33.000224;0;490;2;499;1;2;4;124;hibernating;12575
224;2021-03-31 21:47:33.000225;2021-03-31 21:47:33.000225;0;132;8;126;3;4;2;342;loyal_customers;12576
225;2021-03-31 21:47:33.000226;2021-03-31 21:47:33.000226;0;245;8;263;2;4;3;243;at_Risk;12577
226;2021-03-31 21:47:33.000227;2021-03-31 21:47:33.000227;0;24;4;363;5;3;4;534;loyal_customers;12578
227;2021-03-31 21:47:33.000228;2021-03-31 21:47:33.000228;0;80;1;147;3;1;3;313;at_Risk;12579
228;2021-03-31 21:47:33.000229;2021-03-31 21:47:33.000229;0;161;2;169;3;2;3;323;at_Risk;12580
229;2021-03-31 21:47:33.000230;2021-03-31 21:47:33.000230;0;42;1;0;4;1;1;411;hibernating;12581
230;2021-03-31 21:47:33.000231;2021-03-31 21:47:33.000231;0;241;4;278;2;3;3;233;at_Risk;12582
231;2021-03-31 21:47:33.000232;2021-03-31 21:47:33.000232;0;1;27;4769;5;5;5;555;champions;12583
232;2021-03-31 21:47:33.000233;2021-03-31 21:47:33.000233;0;20;9;275;5;5;3;553;potential_loyalists;12584
233;2021-03-31 21:47:33.000234;2021-03-31 21:47:33.000234;0;237;2;90;2;2;2;222;hibernating;12585
234;2021-03-31 21:47:33.000235;2021-03-31 21:47:33.000235;0;19;3;167;5;3;3;533;need_attention;12586
235;2021-03-31 21:47:33.000236;2021-03-31 21:47:33.000236;0;303;1;120;2;1;2;212;hibernating;12587
